"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
113,"West Hollywood","Los Angeles","California","R3C-PK","Residential Multi Family Medium Density 45 Feet 4 Stories 1 Dwelling Unit Per 1210 Square Feet Of Lot Area Parking Overlay","Overlay","Multi Family",True,True,True,True,False
211,"Dallas","Dallas","Texas","PD-747","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-772","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1763,"La Mesa","San Diego","California","R3","Multiple Unit Residential","Residential","Single Family",True,True,True,True,False
2994,"Oceanside","San Diego","California","OS-SP","Open Space And Scenic Park Overlay","Overlay","Overlay",True,False,False,True,False
2994,"Oceanside","San Diego","California","RE-B-EQ","Residential Estate 1 To 3.5 Units Per Acre And Equestrian Overlay","Overlay","Overlay",True,False,True,True,False
3246,"Calimesa","Riverside","California","R-L","Residential Low","Residential","Single Family",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-922","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1635,"West Palm Beach","Palm Beach","Florida","BMUD-I","Broadway Mixed-use District-Building Type I","Mixed","Mixed Use",True,False,True,True,False
1670,"Escondido","San Diego","California","PD-R-0.43","Planned Development Residential","Planned","Planned",False,False,False,True,False
100,"Hawaiian Gardens","Los Angeles","California","P","Park","Special","Special",NULL,NULL,NULL,NULL,NULL
189,"Oakland","Alameda","California","D-CO-1","Coliseum Area Transit Oriented Development District 1 Commercial","Commercial","Special",True,True,True,True,False
189,"Oakland","Alameda","California","M-20/S-4","Light Industrial Design Review Combining Zone","Industrial","Light Industrial",NULL,NULL,NULL,NULL,NULL
189,"Oakland","Alameda","California","M-40/S-4","Heavy Industrial Zone Design Review Combining Zone","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
2281,"Oxnard","Ventura","California","C-1-PD","Neighbor Shopping Center Planned Development","Planned","Planned",False,False,False,True,False
3893,"San Mateo County Unincorporated","San Mateo","California","R-1/SS-103","One Family Residential And Minimum Lot Size 14000 Square feet","Residential","Single Family",True,NULL,NULL,NULL,NULL
119,"La Habra Heights","Los Angeles","California","RA-SPO","Specific Plan Overlay","Overlay","Overlay",True,False,False,True,False
3037,"Fort Pierce","St. Lucie","Florida","OS-1","General and Recreational Open Space","Special","Special",True,False,False,True,False
1674,"Encinitas","San Diego","California","TC","Transportation Corridor","Special","Special",NULL,NULL,NULL,NULL,NULL
2740,"Lakeland","Polk","Florida","PUD-5474","Planned Unit Development Office","Planned","Planned",False,False,False,False,False
1930,"Truckee","Nevada","California","DC","Downtown Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
1514,"Pleasanton","Alameda","California","PUD-LDR","Low Density Residential Planned Unit Development","Planned","Planned",False,False,False,False,False
4325,"Crestview","Okaloosa","Florida","IN","Industrial","Industrial","Industrial",False,False,False,True,False
3871,"Collier County Unincorporated","Collier","Florida","A-MHO-RLSAO-ALICO-SSA-11","Rural Agricultural Mobile Home Overlay and Rural Lands Stewardship Area Collier Development ALICO Stewardship Sending  Area 11","Overlay","Overlay",True,False,False,True,False
3900,"Bradford County Unincorporated","Bradford","Florida","A-1","Agricultural","Agricultural","Agriculture",True,False,False,True,False
2036,"Zephyrhills","Pasco","Florida","PUD","Planned Unit Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1519,"San Bruno","San Mateo","California","R-1","Single Family Residential","Residential","Single Family",True,False,False,True,False
2046,"Tamarac","Broward","Florida","RC","Recreation","Special","Special",False,False,False,True,False
2848,"Odessa","Ector","Texas","PD-SF-SD","Planned Development Single Family Surface Drainage","Planned","Planned",True,True,True,True,False
2288,"Clearwater","Pinellas","Florida","LMDR-NCOD ISLAND EST","Low Medium Density Residential-Island Estates Neighborhood Conservation Overlay District","Overlay","Overlay",True,False,False,True,False
1533,"Santa Cruz Unincorporated","Santa Cruz","California","R-1-6-D","Single-Family Residential","Residential",NULL,True,NULL,NULL,NULL,NULL
2994,"Oceanside","San Diego","California","PD-1","Planned Development 1","Planned","Planned",NULL,NULL,NULL,NULL,NULL
2687,"Jurupa Valley","Riverside","California","R-3-4000","General Residential","Residential","Single Family",True,True,True,True,False
3084,"Frostproof","Polk","Florida","R-1D","Mixed Residential High Density","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2593,"Wildwood","Sumter","Florida","ER","Estate Residential","Residential","Single Family",True,False,False,True,False
102,"La Canada Flintridge","Los Angeles","California","P","Park","Special","Special",NULL,NULL,NULL,NULL,NULL
4020,"Midland","Midland","Texas","CB","Commercial Business District","Commercial","General Commercial",True,False,True,True,False
296,"Mountain View","Santa Clara","California","CO","Commercial Office","Commercial","Office",False,False,False,True,False
295,"Palo Alto","Santa Clara","California","RT-50","Retail Preservation 50","Special","Special",False,False,False,True,False
1646,"Mckinney","Collin","Texas","MP","Mobile Home Park","Residential","Single Family",True,False,False,True,False
336,"Hollywood","Broward","Florida","RM-9","Multiple Family District","Residential","Multi Family",True,True,True,True,False
211,"Dallas","Dallas","Texas","MF-4(A)","Multiple Family District 4","Residential","Multi Family",True,False,True,True,False
2715,"Delray Beach","Palm Beach","Florida","MROC","Mixed Residential Office And Commercial","Mixed","Mixed Use",True,False,True,True,False
1908,"Placer County Unincorporated","Placer","California","C3-UP-Dc","COM","Special","Special",NULL,NULL,NULL,NULL,NULL
1908,"Placer County Unincorporated","Placer","California","RS PD = 8","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
53,"Palmdale","Los Angeles","California","AI","Aerospace Industrial","Industrial","Industrial",False,False,False,True,False
1534,"Marin County Unincorporated","Marin","California","C-ARP-1.2","Agriculture Residential Planned","Planned","Planned",True,False,False,True,False
208,"Austin","Travis","Texas","L-V-NP","Lake Commercial","Commercial","Special Commercial",NULL,NULL,NULL,True,NULL
62,"Whittier","Los Angeles","California","R-2","Light Multiple Residential","Residential","Multi Family",True,False,True,True,False
2284,"Fontana","San Bernardino","California","R-3","Multiple Family Residential","Residential","Multi Family",True,False,True,True,False
2742,"Winter Haven","Polk","Florida","AG-1","Agriculture","Agricultural","Agriculture",True,False,False,True,False
208,"Austin","Travis","Texas","CS-1","General Commercial Services","Commercial","General Commercial",True,False,False,True,False
208,"Austin","Travis","Texas","GR-MU-V-CO-NCCD-NP","Community Commercial","Commercial","General Commercial",True,False,False,True,False
208,"Austin","Travis","Texas","CS-H-NCCD-NP","General Commercial Services","Commercial","General Commercial",True,False,False,True,False
4284,"Alachua","Alachua","Florida","GF","Government Facilities","Special","Special",False,False,False,True,False
2291,"Port St Lucie","St. Lucie","Florida","U","Utility","Special","Special",False,False,False,True,False
185,"Orlando","Orange","Florida","I-G/SP","General Industrial District","Industrial","Industrial",True,False,False,True,False
3893,"San Mateo County Unincorporated","San Mateo","California","W/DR/CD","Waterfront Design Review And Coastal Development","Special","Special",NULL,NULL,NULL,NULL,NULL
3605,"Davenport","Polk","Florida","R-4","Low Density Residential","Residential","Multi Family",True,True,True,True,True
655,"Doral","Miami-Dade","Florida","MF-1","Multi Family Residential","Residential","Multi Family",True,False,True,True,False
211,"Dallas","Dallas","Texas","PD-732","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
202,"San Antonio","Bexar","Texas","NC-IDZ","Neighborhood Commercial Infill Development Zone","Commercial","Neighborhood Commercial",True,True,True,True,True
2035,"Belleair Bluffs","Pinellas","Florida","Residential/Office General","Residential/Office General","Mixed",NULL,NULL,NULL,NULL,NULL,NULL
3641,"Pinellas County Unincorporated","Pinellas","Florida","C-2-H","General Commercial and Services District Overlay","Overlay","Overlay",True,False,True,True,False
3976,"Martin County Unincorporated","Martin","Florida","WRC","Waterfront Resort Commercial District","Commercial","Special Commercial",True,True,True,True,False
3600,"Dania Beach","Broward","Florida","RM","Multiple-Family (10 du/ac) Residential District","Residential","Multi Family",True,True,True,True,False
1509,"Millbrae","San Mateo","California","I","Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
2878,"West Sacramento","Yolo","California","PQP","Public/Quasi Public","Special","Special",True,False,False,True,False
2575,"Loxahatchee Groves","Palm Beach","Florida","RE","Residential Estate","Residential","Single Family",True,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","CD-14","Conservation District","Special","Special",NULL,NULL,NULL,NULL,NULL
2962,"Sugar Land","Fort Bend","Texas","M-1","Restricted Industrial","Industrial","Industrial",False,False,False,True,False
211,"Dallas","Dallas","Texas","PD-726","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1514,"Pleasanton","Alameda","California","R-1-10","Single Family Residential","Residential","Single Family",True,False,False,True,False
2597,"Montverde","Lake","Florida","R1L","Single Family Low Density","Residential","Single Family",True,False,False,True,False
3971,"Putnam County Unincorporated","Putnam","Florida","R-1","Residential 1","Residential","Single Family",True,False,False,True,False
2610,"Clermont","Lake","Florida","M-1","Industrial District","Industrial","Industrial",True,False,False,True,False
3969,"St Lucie Village","St. Lucie","Florida","R-2","Residential Medium Density","Residential","Multi Family",True,False,True,True,False
65,"Hawthorne","Los Angeles","California","C-3","General Commercial","Commercial","General Commercial",False,True,True,True,True
3576,"West Melbourne","Brevard","Florida","R-3","Multiple Family Dwelling","Residential","Multi Family",True,True,True,True,False
2635,"Hialeah Gardens","Miami-Dade","Florida","R-1","Single-family Residential District","Residential","Single Family",True,False,False,True,False
3658,"Osceola County Unincorporated","Osceola","Florida","E-1","Estate","Residential","Single Family",True,False,False,True,False
2645,"Palm Beach Gardens","Palm Beach","Florida","M1A","Light Industrial","Industrial","Light Industrial",False,False,False,True,False
3978,"Suwannee County Unincorporated","Suwannee","Florida","ESA-1","Environmentally Sensitive Areas","Special","Special",NULL,NULL,NULL,NULL,NULL
2669,"Temecula","Riverside","California","SP-5","Specific Plan 5","Special","Special",NULL,NULL,NULL,NULL,NULL
2669,"Temecula","Riverside","California","SP-15","Specific Plan 15","Special","Special",NULL,NULL,NULL,NULL,NULL
2669,"Temecula","Riverside","California","OS-C","Open Space Conservation","Special","Special",True,False,False,True,False
2918,"Bonita Springs","Lee","Florida","IPD/CPD","Industrial Commercial PD","Planned","Planned",NULL,NULL,NULL,True,NULL
2972,"Moreno Valley","Riverside","California","R3","Residential Up To 3 Dwelling Unit Per Acre","Residential","Single Family",True,False,False,True,False
1358,"Garland","Dallas","Texas","2F","Two Family District Duplexes","Residential","Two Family",True,True,False,True,False
4046,"Fresno County Unincorporated","Fresno","California","AC","Agricultural Commercial Center District","Mixed","Mixed Use",True,False,False,True,False
2686,"Hesperia","San Bernardino","California","R3","Multiple Family Residence 8.1 To 15.0 Dwelling Unit Per Acre","Residential","Multi Family",True,False,True,True,False
3480,"Redington Beach","Pinellas","Florida","D1C","District 1C","Residential",NULL,NULL,NULL,NULL,NULL,NULL
3111,"Fort Myers Beach","Lee","Florida","RS","Residential Single Family","Residential","Single Family",True,False,True,True,False
1500,"Fremont","Alameda","California","P-2014-230(HOD)","Planned Historical Overlay District","Overlay","Overlay",False,False,False,True,False
88,"La Mirada","Los Angeles","California","R-4","High Density Residential","Residential","Multi Family",True,True,True,True,False
2787,"Pearland","Brazoria","Texas","C-MU","Cullen Mixed Use","Mixed","Mixed Use",True,False,False,True,False
2705,"Boynton Beach","Palm Beach","Florida","C-3","Community Commercial District","Commercial","Core Commercial",True,False,False,True,False
3893,"San Mateo County Unincorporated","San Mateo","California","M-2","Heavy Industrial","Industrial","Industrial",NULL,NULL,NULL,NULL,NULL
211,"Dallas","Dallas","Texas","PD-487","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3974,"Venice","Sarasota","Florida","SBI","Seaboard Improvement","Special","Special",NULL,NULL,NULL,NULL,NULL
1352,"Ovilla","Ellis","Texas","MF","Multi-Family","Residential",NULL,NULL,NULL,True,NULL,NULL
2873,"Hanford","Kings","California","MX-D","Downtown Mixed Use","Mixed","Mixed Use",True,True,True,True,False
